Year,State ,ACPR_code,ACPR_name,REMOTENESS,MMM_code,Program_type,Organisation_type,Service_size,Operational_places
2021,NSW,110,Northern Sydney,Major Cities of Australia,1,Home care,Not-for-profit,-,-
2021,NSW,110,Northern Sydney,Major Cities of Australia,1,Home care,Not-for-profit,-,-
2021,NSW,110,Northern Sydney,Major Cities of Australia,1,Home care,Not-for-profit,-,-
2021,NSW,110,Northern Sydney,Major Cities of Australia,1,Home care,Private ,-,-
2021,NSW,110,Northern Sydney,Major Cities of Australia,1,Home care,Private ,-,-
2021,NSW,110,Northern Sydney,Major Cities of Australia,1,Home care,Private ,-,-
2021,NSW,110,Northern Sydney,Major Cities of Australia,1,Home care,Not-for-profit,-,-
2021,NSW,110,Northern Sydney,Major Cities of Australia,1,Home care,Private ,-,-
2021,NSW,110,Northern Sydney,Major Cities of Australia,1,Home care,Private ,-,-
2021,NSW,110,Northern Sydney,Major Cities of Australia,1,Home care,Not-for-profit,-,-
2021,NSW,110,Northern Sydney,Major Cities of Australia,1,Home care,Private ,-,-
2021,NSW,110,Northern Sydney,Major Cities of Australia,1,Home care,Private ,-,-
2021,NSW,110,Northern Sydney,Major Cities of Australia,1,Residential care,Not-for-profit,41–60,59
2021,NSW,110,Northern Sydney,Major Cities of Australia,1,Residential care,Not-for-profit,41–60,60
2021,NSW,110,Northern Sydney,Major Cities of Australia,1,Residential care,Not-for-profit,41–60,52
2021,NSW,110,Northern Sydney,Major Cities of Australia,1,Residential care,Private ,41–60,60
2021,NSW,110,Northern Sydney,Major Cities of Australia,1,Residential care,Private ,61–80,76
2021,NSW,110,Northern Sydney,Major Cities of Australia,1,Residential care,Private ,81–100,83
2021,NSW,110,Northern Sydney,Major Cities of Australia,1,Residential care,Private ,41–60,41
2021,NSW,110,Northern Sydney,Major Cities of Australia,1,Residential care,Private ,41–60,58
2021,NSW,110,Northern Sydney,Major Cities of Australia,1,Residential care,Not-for-profit,81–100,90
2021,NSW,110,Northern Sydney,Major Cities of Australia,1,Residential care,Not-for-profit,61–80,74
2021,NSW,110,Northern Sydney,Major Cities of Australia,1,Residential care,Private ,41–60,54
2021,NSW,110,Northern Sydney,Major Cities of Australia,1,Residential care,Private ,41–60,55
2021,NSW,110,Northern Sydney,Major Cities of Australia,1,Residential care,Private ,41–60,55
2021,NSW,110,Northern Sydney,Major Cities of Australia,1,Residential care,Private ,41–60,51
2021,NSW,110,Northern Sydney,Major Cities of Australia,1,Residential care,Not-for-profit,101+,116
2021,NSW,110,Northern Sydney,Major Cities of Australia,1,Residential care,Not-for-profit,61–80,61
2021,NSW,110,Northern Sydney,Major Cities of Australia,1,Residential care,Not-for-profit,21–40,28
2021,NSW,110,Northern Sydney,Major Cities of Australia,1,Residential care,Not-for-profit,61–80,74
2021,NSW,110,Northern Sydney,Major Cities of Australia,1,Residential care,Not-for-profit,101+,120
2021,NSW,110,Northern Sydney,Major Cities of Australia,1,Residential care,Not-for-profit,61–80,61
2021,NSW,110,Northern Sydney,Major Cities of Australia,1,Residential care,Not-for-profit,41–60,47
2021,NSW,110,Northern Sydney,Major Cities of Australia,1,Residential care,Not-for-profit,101+,138
2021,NSW,110,Northern Sydney,Major Cities of Australia,1,Residential care,Not-for-profit,101+,113
2021,NSW,110,Northern Sydney,Major Cities of Australia,1,Residential care,Private ,81–100,94
2021,NSW,110,Northern Sydney,Major Cities of Australia,1,Residential care,Not-for-profit,101+,122
2021,NSW,110,Northern Sydney,Major Cities of Australia,1,Residential care,Private ,81–100,98
2021,NSW,110,Northern Sydney,Major Cities of Australia,1,Residential care,Private ,61–80,76
2021,NSW,110,Northern Sydney,Major Cities of Australia,1,Residential care,Not-for-profit,21–40,24
2021,NSW,110,Northern Sydney,Major Cities of Australia,1,Residential care,Private ,101+,130
2021,NSW,110,Northern Sydney,Major Cities of Australia,1,Residential care,Not-for-profit,41–60,45
2021,NSW,110,Northern Sydney,Major Cities of Australia,1,Short-term restorative care,Not-for-profit,1–20,20
2021,NSW,110,Northern Sydney,Major Cities of Australia,1,Short-term restorative care,Not-for-profit,1–20,10
2021,NSW,110,Northern Sydney,Major Cities of Australia,1,Residential care,Private ,81–100,100
2021,NSW,110,Northern Sydney,Major Cities of Australia,1,Residential care,Not-for-profit,61–80,70
2021,NSW,110,Northern Sydney,Major Cities of Australia,1,Residential care,Not-for-profit,61–80,80
2021,NSW,110,Northern Sydney,Major Cities of Australia,1,Residential care,Not-for-profit,21–40,40
2021,NSW,110,Northern Sydney,Major Cities of Australia,1,Residential care,Not-for-profit,21–40,24
2021,NSW,110,Northern Sydney,Major Cities of Australia,1,Residential care,Not-for-profit,101+,145
2021,NSW,110,Northern Sydney,Major Cities of Australia,1,Residential care,Not-for-profit,41–60,42
2021,NSW,110,Northern Sydney,Major Cities of Australia,1,Residential care,Not-for-profit,101+,128
2021,NSW,110,Northern Sydney,Major Cities of Australia,1,Residential care,Not-for-profit,101+,126
2021,NSW,110,Northern Sydney,Major Cities of Australia,1,Residential care,Not-for-profit,41–60,50
2021,NSW,110,Northern Sydney,Major Cities of Australia,1,Residential care,Not-for-profit,41–60,49
2021,NSW,110,Northern Sydney,Major Cities of Australia,1,Residential care,Not-for-profit,61–80,62
2021,NSW,110,Northern Sydney,Major Cities of Australia,1,Residential care,Not-for-profit,41–60,42
2021,NSW,110,Northern Sydney,Major Cities of Australia,1,Residential care,Not-for-profit,41–60,41
2021,NSW,110,Northern Sydney,Major Cities of Australia,1,Residential care,Not-for-profit,41–60,60
2021,NSW,110,Northern Sydney,Major Cities of Australia,1,Residential care,Not-for-profit,41–60,44
2021,NSW,110,Northern Sydney,Major Cities of Australia,1,Residential care,Not-for-profit,41–60,60
2021,NSW,110,Northern Sydney,Major Cities of Australia,1,Residential care,Not-for-profit,41–60,55
2021,NSW,110,Northern Sydney,Major Cities of Australia,1,Residential care,Not-for-profit,21–40,40
2021,NSW,110,Northern Sydney,Major Cities of Australia,1,Residential care,Not-for-profit,101+,180
2021,NSW,110,Northern Sydney,Major Cities of Australia,1,Residential care,Private ,61–80,64
2021,NSW,110,Northern Sydney,Major Cities of Australia,1,Residential care,Private ,61–80,64
2021,NSW,110,Northern Sydney,Major Cities of Australia,1,Residential care,Not-for-profit,61–80,73
2021,NSW,110,Northern Sydney,Major Cities of Australia,1,Residential care,Not-for-profit,21–40,40
2021,NSW,110,Northern Sydney,Major Cities of Australia,1,Residential care,Not-for-profit,61–80,70
2021,NSW,110,Northern Sydney,Major Cities of Australia,1,Residential care,Not-for-profit,61–80,67
2021,NSW,110,Northern Sydney,Major Cities of Australia,1,Residential care,Not-for-profit,101+,293
2021,NSW,110,Northern Sydney,Major Cities of Australia,1,Residential care,Private ,61–80,74
2021,NSW,110,Northern Sydney,Major Cities of Australia,1,Residential care,Not-for-profit,101+,139
2021,NSW,110,Northern Sydney,Major Cities of Australia,1,Residential care,Not-for-profit,61–80,61
2021,NSW,110,Northern Sydney,Major Cities of Australia,1,Residential care,Not-for-profit,101+,164
2021,NSW,110,Northern Sydney,Major Cities of Australia,1,Residential care,Not-for-profit,101+,128
2021,NSW,110,Northern Sydney,Major Cities of Australia,1,Residential care,Not-for-profit,81–100,96
2021,NSW,110,Northern Sydney,Major Cities of Australia,1,Residential care,Not-for-profit,101+,238
2021,NSW,110,Northern Sydney,Major Cities of Australia,1,Residential care,Private ,61–80,80
2021,NSW,110,Northern Sydney,Major Cities of Australia,1,Transition care,Government,81–100,93
2021,NSW,110,Northern Sydney,Major Cities of Australia,1,Residential care,Not-for-profit,101+,112
2021,NSW,110,Northern Sydney,Major Cities of Australia,1,Residential care,Not-for-profit,101+,108
2021,NSW,110,Northern Sydney,Major Cities of Australia,1,Residential care,Private ,21–40,40
2021,NSW,110,Northern Sydney,Major Cities of Australia,1,Residential care,Private ,81–100,90
2021,NSW,110,Northern Sydney,Major Cities of Australia,1,Innovative care,Not-for-profit,1–20,5
2021,NSW,110,Northern Sydney,Major Cities of Australia,1,Residential care,Private ,81–100,85
2021,NSW,110,Northern Sydney,Major Cities of Australia,1,Residential care,Private ,101+,116
2021,NSW,110,Northern Sydney,Major Cities of Australia,1,Residential care,Not-for-profit,81–100,93
2021,NSW,110,Northern Sydney,Major Cities of Australia,1,Residential care,Private ,101+,124
2021,NSW,110,Northern Sydney,Major Cities of Australia,1,Residential care,Private ,61–80,66
2021,NSW,110,Northern Sydney,Major Cities of Australia,1,Residential care,Not-for-profit,101+,119
2021,NSW,110,Northern Sydney,Major Cities of Australia,1,Residential care,Private ,61–80,76
2021,NSW,110,Northern Sydney,Major Cities of Australia,1,Residential care,Not-for-profit,61–80,74
2021,NSW,110,Northern Sydney,Major Cities of Australia,1,Residential care,Private ,41–60,41
2021,NSW,110,Northern Sydney,Major Cities of Australia,1,Residential care,Not-for-profit,101+,333
2021,NSW,110,Northern Sydney,Major Cities of Australia,1,Residential care,Private ,101+,133
2021,NSW,110,Northern Sydney,Major Cities of Australia,1,Residential care,Not-for-profit,101+,216
2021,NSW,110,Northern Sydney,Major Cities of Australia,1,Residential care,Not-for-profit,21–40,40
2021,NSW,110,Northern Sydney,Major Cities of Australia,1,Residential care,Private ,61–80,76
2021,NSW,110,Northern Sydney,Major Cities of Australia,1,Residential care,Private ,21–40,25
2021,NSW,110,Northern Sydney,Major Cities of Australia,1,Transition care,Government,1–20,18
2021,NSW,110,Northern Sydney,Major Cities of Australia,1,Residential care,Not-for-profit,61–80,68
2021,NSW,110,Northern Sydney,Major Cities of Australia,1,Residential care,Not-for-profit,41–60,57
2021,NSW,110,Northern Sydney,Major Cities of Australia,1,Residential care,Not-for-profit,61–80,78
2021,NSW,110,Northern Sydney,Major Cities of Australia,1,Residential care,Private ,101+,106
2021,NSW,110,Northern Sydney,Major Cities of Australia,1,Residential care,Private ,101+,105
2021,NSW,110,Northern Sydney,Major Cities of Australia,1,Residential care,Not-for-profit,21–40,36
2021,NSW,110,Northern Sydney,Major Cities of Australia,1,Residential care,Private ,61–80,77
2021,NSW,110,Northern Sydney,Major Cities of Australia,1,Residential care,Private ,61–80,77
2021,NSW,110,Northern Sydney,Major Cities of Australia,1,Residential care,Not-for-profit,41–60,55
2021,NSW,110,Northern Sydney,Major Cities of Australia,1,Residential care,Not-for-profit,41–60,50
2021,NSW,110,Northern Sydney,Major Cities of Australia,1,Residential care,Private ,41–60,56
2021,NSW,110,Northern Sydney,Major Cities of Australia,1,Residential care,Private ,61–80,79
2021,NSW,110,Northern Sydney,Major Cities of Australia,1,Residential care,Private ,81–100,82
2021,NSW,110,Northern Sydney,Major Cities of Australia,1,Residential care,Private ,61–80,64
2021,NSW,110,Northern Sydney,Major Cities of Australia,1,Residential care,Private ,101+,107
2021,NSW,110,Northern Sydney,Major Cities of Australia,1,Residential care,Private ,41–60,49
2021,NSW,110,Northern Sydney,Major Cities of Australia,1,Residential care,Not-for-profit,21–40,35
2021,NSW,110,Northern Sydney,Major Cities of Australia,1,Residential care,Private ,101+,112
2021,NSW,110,Northern Sydney,Major Cities of Australia,1,Residential care,Private ,21–40,35
2021,NSW,110,Northern Sydney,Major Cities of Australia,1,Residential care,Private ,81–100,92
2021,NSW,110,Northern Sydney,Major Cities of Australia,1,Residential care,Not-for-profit,101+,106
2021,NSW,110,Northern Sydney,Major Cities of Australia,1,Residential care,Not-for-profit,101+,140
2021,NSW,111,Orana Far West,Inner Regional Australia,5,Home care,Not-for-profit,-,-
2021,NSW,111,Orana Far West,Inner Regional Australia,3,Home care,Not-for-profit,-,-
2021,NSW,111,Orana Far West,Inner Regional Australia,3,Home care,Not-for-profit,-,-
2021,NSW,111,Orana Far West,Inner Regional Australia,3,Home care,Not-for-profit,-,-
2021,NSW,111,Orana Far West,Inner Regional Australia,3,Home care,Not-for-profit,-,-
2021,NSW,111,Orana Far West,Outer Regional Australia,5,Home care,Government,-,-
2021,NSW,111,Orana Far West,Outer Regional Australia,5,Home care,Not-for-profit,-,-
2021,NSW,111,Orana Far West,Outer Regional Australia,5,Home care,Private ,-,-
2021,NSW,111,Orana Far West,Outer Regional Australia,3,Home care,Private ,-,-
2021,NSW,111,Orana Far West,Outer Regional Australia,3,Home care,Not-for-profit,-,-
2021,NSW,111,Orana Far West,Very Remote Australia,7,Home care,Government,-,-
2021,NSW,111,Orana Far West,Outer Regional Australia,5,Home care,Government,-,-
2021,NSW,111,Orana Far West,Inner Regional Australia,3,Home care,Private ,-,-
2021,NSW,111,Orana Far West,Inner Regional Australia,4,Home care,Private ,-,-
2021,NSW,111,Orana Far West,Outer Regional Australia,3,Home care,Not-for-profit,-,-
2021,NSW,111,Orana Far West,Outer Regional Australia,3,Home care,Not-for-profit,-,-
2021,NSW,111,Orana Far West,Outer Regional Australia,3,Home care,Not-for-profit,-,-
2021,NSW,111,Orana Far West,Inner Regional Australia,3,Home care,Not-for-profit,-,-
2021,NSW,111,Orana Far West,Outer Regional Australia,5,Home care,Not-for-profit,-,-
2021,NSW,111,Orana Far West,Remote Australia,6,Home care,Private ,-,-
2021,NSW,111,Orana Far West,Outer Regional Australia,5,Home care,Not-for-profit,-,-
2021,NSW,111,Orana Far West,Inner Regional Australia,3,Home care,Private ,-,-
2021,NSW,111,Orana Far West,Outer Regional Australia,3,Home care,Not-for-profit,-,-
2021,NSW,111,Orana Far West,Inner Regional Australia,3,Home care,Not-for-profit,-,-
2021,NSW,111,Orana Far West,Outer Regional Australia,5,Home care,Government,-,-
2021,NSW,111,Orana Far West,Outer Regional Australia,3,Home care,Not-for-profit,-,-
2021,NSW,111,Orana Far West,Inner Regional Australia,3,Home care,Not-for-profit,-,-
2021,NSW,111,Orana Far West,Outer Regional Australia,5,Home care,Not-for-profit,-,-
2021,NSW,111,Orana Far West,Inner Regional Australia,3,Residential care,Private ,61–80,80
2021,NSW,111,Orana Far West,Remote Australia,6,Residential care,Government,1–20,19
2021,NSW,111,Orana Far West,Outer Regional Australia,5,Residential care,Not-for-profit,41–60,41
2021,NSW,111,Orana Far West,Inner Regional Australia,4,Residential care,Private ,41–60,48
2021,NSW,111,Orana Far West,Outer Regional Australia,5,Residential care,Not-for-profit,1–20,8
2021,NSW,111,Orana Far West,Inner Regional Australia,3,Residential care,Private ,61–80,80
2021,NSW,111,Orana Far West,Remote Australia,6,Multi-purpose service,Government,1–20,8
2021,NSW,111,Orana Far West,Outer Regional Australia,5,Multi-purpose service,Government,21–40,36
2021,NSW,111,Orana Far West,Inner Regional Australia,3,Residential care,Not-for-profit,61–80,74
2021,NSW,111,Orana Far West,Outer Regional Australia,5,Residential care,Government,41–60,50
2021,NSW,111,Orana Far West,Outer Regional Australia,5,Residential care,Not-for-profit,61–80,80
2021,NSW,111,Orana Far West,Outer Regional Australia,3,Short-term restorative care,Not-for-profit,1–20,8
2021,NSW,111,Orana Far West,Inner Regional Australia,3,Residential care,Not-for-profit,41–60,60
2021,NSW,111,Orana Far West,Outer Regional Australia,5,Residential care,Not-for-profit,21–40,25
2021,NSW,111,Orana Far West,Outer Regional Australia,5,Multi-purpose service,Government,21–40,23
2021,NSW,111,Orana Far West,Outer Regional Australia,5,Residential care,Not-for-profit,41–60,47
2021,NSW,111,Orana Far West,Outer Regional Australia,5,Residential care,Not-for-profit,1–20,17
2021,NSW,111,Orana Far West,Outer Regional Australia,5,Residential care,Not-for-profit,61–80,65
2021,NSW,111,Orana Far West,Inner Regional Australia,5,Residential care,Not-for-profit,1–20,19
2021,NSW,111,Orana Far West,Remote Australia,6,Residential care,Not-for-profit,1–20,8
2021,NSW,111,Orana Far West,Remote Australia,6,Residential care,Not-for-profit,1–20,12
2021,NSW,111,Orana Far West,Remote Australia,6,Residential care,Government,21–40,24
2021,NSW,111,Orana Far West,Very Remote Australia,7,Multi-purpose service,Government,1–20,16
2021,NSW,111,Orana Far West,Outer Regional Australia,3,Residential care,Not-for-profit,21–40,40
2021,NSW,111,Orana Far West,Outer Regional Australia,3,Residential care,Not-for-profit,41–60,58
2021,NSW,111,Orana Far West,Remote Australia,6,Residential care,Not-for-profit,21–40,30
2021,NSW,111,Orana Far West,Outer Regional Australia,5,Residential care,Government,1–20,15
2021,NSW,111,Orana Far West,Inner Regional Australia,4,Residential care,Not-for-profit,81–100,90
2021,NSW,111,Orana Far West,Inner Regional Australia,3,Residential care,Not-for-profit,101+,125
2021,NSW,111,Orana Far West,Outer Regional Australia,5,Multi-purpose service,Government,21–40,27
2021,NSW,111,Orana Far West,Outer Regional Australia,5,Multi-purpose service,Government,21–40,24
2021,NSW,111,Orana Far West,Remote Australia,6,Multi-purpose service,Government,21–40,21
2021,NSW,111,Orana Far West,Remote Australia,6,Multi-purpose service,Government,1–20,12
2021,NSW,111,Orana Far West,Outer Regional Australia,5,Multi-purpose service,Government,1–20,19
2021,NSW,111,Orana Far West,Outer Regional Australia,5,Multi-purpose service,Government,1–20,14
2021,NSW,111,Orana Far West,Remote Australia,6,Multi-purpose service,Government,1–20,15
2021,NSW,111,Orana Far West,Inner Regional Australia,3,Residential care,Not-for-profit,61–80,62
2021,NSW,111,Orana Far West,Outer Regional Australia,5,Multi-purpose service,Government,21–40,26
2021,NSW,111,Orana Far West,Outer Regional Australia,5,Residential care,Not-for-profit,21–40,37
2021,NSW,111,Orana Far West,Outer Regional Australia,5,National Aboriginal and Torres Strait Islander Aged Care Program,Government,1–20,13
2021,NSW,111,Orana Far West,Remote Australia,6,Multi-purpose service,Government,21–40,36
2021,NSW,111,Orana Far West,Remote Australia,6,Multi-purpose service,Government,21–40,22
2021,NSW,111,Orana Far West,Remote Australia,6,Multi-purpose service,Government,1–20,15
2021,NSW,111,Orana Far West,Inner Regional Australia,3,Residential care,Not-for-profit,41–60,49
2021,NSW,111,Orana Far West,Very Remote Australia,7,Multi-purpose service,Government,1–20,8
2021,NSW,111,Orana Far West,Outer Regional Australia,5,Multi-purpose service,Government,1–20,6
2021,NSW,111,Orana Far West,Outer Regional Australia,3,Transition care,Government,1–20,8
2021,NSW,111,Orana Far West,Inner Regional Australia,3,Residential care,Not-for-profit,61–80,70
2021,NSW,111,Orana Far West,Remote Australia,6,Multi-purpose service,Government,1–20,17
2021,NSW,111,Orana Far West,Outer Regional Australia,3,Residential care,Not-for-profit,101+,121
2021,NSW,111,Orana Far West,Inner Regional Australia,4,Residential care,Not-for-profit,81–100,81
2021,NSW,112,Riverina/Murray,Inner Regional Australia,5,Home care,Government,-,-
2021,NSW,112,Riverina/Murray,Inner Regional Australia,3,Home care,Not-for-profit,-,-
2021,NSW,112,Riverina/Murray,Inner Regional Australia,5,Home care,Not-for-profit,-,-
2021,NSW,112,Riverina/Murray,Inner Regional Australia,3,Home care,Not-for-profit,-,-
2021,NSW,112,Riverina/Murray,Inner Regional Australia,3,Home care,Not-for-profit,-,-
2021,NSW,112,Riverina/Murray,Outer Regional Australia,5,Home care,Government,-,-
2021,NSW,112,Riverina/Murray,Outer Regional Australia,5,Home care,Not-for-profit,-,-
2021,NSW,112,Riverina/Murray,Outer Regional Australia,3,Home care,Not-for-profit,-,-
2021,NSW,112,Riverina/Murray,Inner Regional Australia,4,Home care,Not-for-profit,-,-
2021,NSW,112,Riverina/Murray,Inner Regional Australia,2,Home care,Not-for-profit,-,-
2021,NSW,112,Riverina/Murray,Outer Regional Australia,3,Home care,Not-for-profit,-,-
2021,NSW,112,Riverina/Murray,Outer Regional Australia,3,Home care,Not-for-profit,-,-
2021,NSW,112,Riverina/Murray,Outer Regional Australia,3,Home care,Not-for-profit,-,-
2021,NSW,112,Riverina/Murray,Inner Regional Australia,2,Home care,Not-for-profit,-,-
2021,NSW,112,Riverina/Murray,Inner Regional Australia,2,Home care,Not-for-profit,-,-
2021,NSW,112,Riverina/Murray,Outer Regional Australia,3,Home care,Private ,-,-
2021,NSW,112,Riverina/Murray,Inner Regional Australia,3,Home care,Not-for-profit,-,-
2021,NSW,112,Riverina/Murray,Inner Regional Australia,2,Home care,Private ,-,-
2021,NSW,112,Riverina/Murray,Inner Regional Australia,2,Home care,Not-for-profit,-,-
2021,NSW,112,Riverina/Murray,Inner Regional Australia,2,Home care,Not-for-profit,-,-
2021,NSW,112,Riverina/Murray,Inner Regional Australia,2,Home care,Not-for-profit,-,-
2021,NSW,112,Riverina/Murray,Inner Regional Australia,2,Home care,Not-for-profit,-,-
2021,NSW,112,Riverina/Murray,Inner Regional Australia,4,Home care,Not-for-profit,-,-
2021,NSW,112,Riverina/Murray,Inner Regional Australia,4,Home care,Not-for-profit,-,-
2021,NSW,112,Riverina/Murray,Inner Regional Australia,3,Home care,Not-for-profit,-,-
2021,NSW,112,Riverina/Murray,Inner Regional Australia,3,Home care,Not-for-profit,-,-
2021,NSW,112,Riverina/Murray,Inner Regional Australia,3,Home care,Not-for-profit,-,-
2021,NSW,112,Riverina/Murray,Inner Regional Australia,3,Home care,Not-for-profit,-,-
2021,NSW,112,Riverina/Murray,Inner Regional Australia,3,Home care,Private ,-,-
2021,NSW,112,Riverina/Murray,Inner Regional Australia,3,Home care,Not-for-profit,-,-
2021,NSW,112,Riverina/Murray,Outer Regional Australia,3,Home care,Not-for-profit,-,-
2021,NSW,112,Riverina/Murray,Inner Regional Australia,3,Home care,Private ,-,-
2021,NSW,112,Riverina/Murray,Inner Regional Australia,2,Home care,Not-for-profit,-,-
2021,NSW,112,Riverina/Murray,Inner Regional Australia,4,Home care,Not-for-profit,-,-
2021,NSW,112,Riverina/Murray,Inner Regional Australia,3,Home care,Private ,-,-
2021,NSW,112,Riverina/Murray,Inner Regional Australia,3,Home care,Private ,-,-
2021,NSW,112,Riverina/Murray,Inner Regional Australia,3,Home care,Private ,-,-
2021,NSW,112,Riverina/Murray,Inner Regional Australia,3,Home care,Private ,-,-
2021,NSW,112,Riverina/Murray,Outer Regional Australia,5,Home care,Government,-,-
2021,NSW,112,Riverina/Murray,Inner Regional Australia,3,Home care,Not-for-profit,-,-
2021,NSW,112,Riverina/Murray,Inner Regional Australia,4,Home care,Not-for-profit,-,-
2021,NSW,112,Riverina/Murray,Remote Australia,6,Home care,Government,-,-
2021,NSW,112,Riverina/Murray,Outer Regional Australia,5,Home care,Government,-,-
2021,NSW,112,Riverina/Murray,Inner Regional Australia,2,Home care,Not-for-profit,-,-
2021,NSW,112,Riverina/Murray,Inner Regional Australia,2,Home care,Not-for-profit,-,-
2021,NSW,112,Riverina/Murray,Inner Regional Australia,2,Residential care,Not-for-profit,101+,120
2021,NSW,112,Riverina/Murray,Outer Regional Australia,5,Residential care,Private ,61–80,66
2021,NSW,112,Riverina/Murray,Inner Regional Australia,4,Residential care,Private ,81–100,99
2021,NSW,112,Riverina/Murray,Inner Regional Australia,3,Residential care,Private ,41–60,50
2021,NSW,112,Riverina/Murray,Inner Regional Australia,3,Residential care,Not-for-profit,61–80,72
2021,NSW,112,Riverina/Murray,Inner Regional Australia,4,Residential care,Not-for-profit,61–80,62
2021,NSW,112,Riverina/Murray,Inner Regional Australia,4,Residential care,Not-for-profit,41–60,60
2021,NSW,112,Riverina/Murray,Outer Regional Australia,3,Residential care,Not-for-profit,81–100,90
2021,NSW,112,Riverina/Murray,Inner Regional Australia,5,Residential care,Not-for-profit,61–80,75
2021,NSW,112,Riverina/Murray,Outer Regional Australia,5,Residential care,Not-for-profit,21–40,40
2021,NSW,112,Riverina/Murray,Inner Regional Australia,2,Residential care,Private ,101+,119
2021,NSW,112,Riverina/Murray,Outer Regional Australia,5,Residential care,Not-for-profit,21–40,36
2021,NSW,112,Riverina/Murray,Inner Regional Australia,4,Residential care,Not-for-profit,21–40,30
2021,NSW,112,Riverina/Murray,Outer Regional Australia,5,Multi-purpose service,Government,41–60,52
2021,NSW,112,Riverina/Murray,Outer Regional Australia,5,Residential care,Not-for-profit,61–80,61
2021,NSW,112,Riverina/Murray,Outer Regional Australia,5,Residential care,Not-for-profit,21–40,24
2021,NSW,112,Riverina/Murray,Outer Regional Australia,5,Residential care,Not-for-profit,41–60,55
2021,NSW,112,Riverina/Murray,Inner Regional Australia,5,Multi-purpose service,Government,1–20,16
2021,NSW,112,Riverina/Murray,Inner Regional Australia,2,Residential care,Not-for-profit,61–80,66
2021,NSW,112,Riverina/Murray,Inner Regional Australia,5,Multi-purpose service,Government,21–40,30
2021,NSW,112,Riverina/Murray,Inner Regional Australia,2,Residential care,Not-for-profit,41–60,60
2021,NSW,112,Riverina/Murray,Inner Regional Australia,2,Short-term restorative care,Not-for-profit,1–20,10
2021,NSW,112,Riverina/Murray,Inner Regional Australia,5,Residential care,Not-for-profit,21–40,21
2021,NSW,112,Riverina/Murray,Outer Regional Australia,5,Residential care,Not-for-profit,21–40,23
2021,NSW,112,Riverina/Murray,Inner Regional Australia,2,Residential care,Not-for-profit,101+,122
2021,NSW,112,Riverina/Murray,Inner Regional Australia,5,Residential care,Not-for-profit,1–20,19
2021,NSW,112,Riverina/Murray,Outer Regional Australia,5,Residential care,Not-for-profit,1–20,17
2021,NSW,112,Riverina/Murray,Inner Regional Australia,5,Residential care,Government,21–40,33
2021,NSW,112,Riverina/Murray,Inner Regional Australia,5,Residential care,Not-for-profit,21–40,21
2021,NSW,112,Riverina/Murray,Inner Regional Australia,5,Residential care,Not-for-profit,1–20,20
2021,NSW,112,Riverina/Murray,Inner Regional Australia,5,Residential care,Not-for-profit,21–40,30
2021,NSW,112,Riverina/Murray,Remote Australia,6,Residential care,Not-for-profit,1–20,18
2021,NSW,112,Riverina/Murray,Inner Regional Australia,3,Residential care,Not-for-profit,81–100,83
2021,NSW,112,Riverina/Murray,Inner Regional Australia,2,Residential care,Private ,21–40,29
2021,NSW,112,Riverina/Murray,Outer Regional Australia,5,Residential care,Not-for-profit,21–40,30
2021,NSW,112,Riverina/Murray,Outer Regional Australia,5,Residential care,Not-for-profit,1–20,19
2021,NSW,112,Riverina/Murray,Outer Regional Australia,4,Residential care,Not-for-profit,41–60,50
2021,NSW,112,Riverina/Murray,Outer Regional Australia,5,Residential care,Not-for-profit,61–80,63
2021,NSW,112,Riverina/Murray,Inner Regional Australia,3,Residential care,Not-for-profit,41–60,56
2021,NSW,112,Riverina/Murray,Inner Regional Australia,5,Residential care,Not-for-profit,21–40,21
2021,NSW,112,Riverina/Murray,Inner Regional Australia,2,Residential care,Not-for-profit,21–40,21
2021,NSW,112,Riverina/Murray,Outer Regional Australia,4,Residential care,Government,21–40,38
2021,NSW,112,Riverina/Murray,Inner Regional Australia,3,Residential care,Not-for-profit,61–80,78
2021,NSW,112,Riverina/Murray,Inner Regional Australia,5,Multi-purpose service,Government,1–20,14
2021,NSW,112,Riverina/Murray,Outer Regional Australia,5,Multi-purpose service,Government,1–20,17
2021,NSW,112,Riverina/Murray,Inner Regional Australia,5,Multi-purpose service,Government,1–20,12
2021,NSW,112,Riverina/Murray,Outer Regional Australia,5,Multi-purpose service,Government,1–20,19
2021,NSW,112,Riverina/Murray,Outer Regional Australia,5,Multi-purpose service,Government,1–20,10
2021,NSW,112,Riverina/Murray,Inner Regional Australia,5,Multi-purpose service,Government,21–40,30
2021,NSW,112,Riverina/Murray,Inner Regional Australia,2,Residential care,Private ,61–80,80
2021,NSW,112,Riverina/Murray,Inner Regional Australia,4,Residential care,Government,21–40,31
2021,NSW,112,Riverina/Murray,Inner Regional Australia,5,Residential care,Government,21–40,21
2021,NSW,112,Riverina/Murray,Inner Regional Australia,2,Transition care,Government,21–40,25
2021,NSW,112,Riverina/Murray,Outer Regional Australia,5,Multi-purpose service,Government,1–20,19
2021,NSW,112,Riverina/Murray,Inner Regional Australia,4,Residential care,Not-for-profit,41–60,55
2021,NSW,112,Riverina/Murray,Outer Regional Australia,4,Residential care,Not-for-profit,41–60,46
2021,NSW,112,Riverina/Murray,Inner Regional Australia,3,Transition care,Government,81–100,81
2021,NSW,112,Riverina/Murray,Inner Regional Australia,5,Residential care,Not-for-profit,21–40,30
